customer,st,gender,education,customer lifetime value,income,monthly premium auto,number of open complaints,policy type,vehicle class,total claim amount
EK91340,Oregon,Male,Bachelor,754661.35,31266,193,0,Corporate Auto,Luxury Car,926
JY16280,California,Female,High School or Below,251459.2,43860,65,0,Personal Auto,Four-Door Car,156
ZW71731,California,Male,Bachelor,517035.84,89284,133,2,Corporate Auto,SUV,402
ZC24631,Oregon,Male,College,1391737.72,67267,89,0,Corporate Auto,Four-Door Car,94
YR34689,California,Female,High School or Below,1131813.08,79270,95,3,Personal Auto,Four-Door Car,456
RT65829,Oregon,Male,Bachelor,427636.36,36692,109,1,Personal Auto,Four-Door Car,523
BZ12077,Oregon,Female,High School or Below,432224.03,0,119,0,Personal Auto,SUV,571
WM65373,California,Female,College,800230.83,0,107,0,Corporate Auto,SUV,513
NH35059,Nevada,Male,College,388545.64,0,105,0,Corporate Auto,Four-Door Car,504
QD38160,Oregon,Male,College,447177.82,0,135,0,Personal Auto,SUV,972
BM15160,California,Female,High School or Below,849635.28,44624,71,1,Special Auto,Four-Door Car,73
VY79030,Arizona,Female,College,2250088.35,0,71,0,Corporate Auto,Four-Door Car,340
EV19512,Nevada,Female,Master,1630196.76,19614,85,0,Personal Auto,Two-Door Car,574
TE13577,Oregon,Female,College,231973.59,0,64,0,Personal Auto,Four-Door Car,632
WY97929,Arizona,Male,College,871704.98,83846,74,3,Special Auto,Four-Door Car,355
YG20683,Washington,Male,College,286011.17,51159,72,0,Personal Auto,Four-Door Car,4
FK75497,California,Male,College,245340.83,83772,62,0,Personal Auto,Two-Door Car,42
NE60110,Arizona,Male,College,598977.39,66839,154,0,Personal Auto,Sports Car,739
TN36521,Arizona,Female,College,2498022.55,88440,70,0,Personal Auto,Two-Door Car,27
HG33568,Arizona,Female,Master,748263.95,25666,63,2,Personal Auto,Four-Door Car,270
TW17878,Oregon,Female,High School or Below,245757.6,52926,61,0,Personal Auto,Four-Door Car,292
ZO83562,Nevada,Female,Bachelor,237974.12,0,67,0,Personal Auto,Four-Door Car,494
CH97539,Washington,Female,Bachelor,828696.44,40001,70,0,Personal Auto,Four-Door Car,142
CV29889,California,Male,College,239391.54,0,70,0,Personal Auto,Four-Door Car,425
MO33320,Oregon,Male,College,465715.95,18024,65,0,Personal Auto,Two-Door Car,312
QZ81258,Oregon,Female,College,1319792.89,0,68,3,Personal Auto,Four-Door Car,326
NY56352,Oregon,Female,Bachelor,280391.67,23220,74,0,Personal Auto,Four-Door Car,251
EA27048,California,Female,High School or Below,864650.41,64125,108,0,Personal Auto,SUV,369
UT38865,Oregon,Female,College,742587.06,58042,62,0,Corporate Auto,Four-Door Car,161
QC89139,Oregon,Female,High School or Below,452873.74,90034,112,0,Corporate Auto,SUV,537
LA14484,Nevada,Male,High School or Below,222707.28,27972,61,0,Special Auto,Four-Door Car,292
HN57556,California,Female,High School or Below,729294.88,0,65,0,Personal Auto,Four-Door Car,312
CV31235,Arizona,Male,Bachelor,318435.52,50989,80,0,Corporate Auto,Four-Door Car,255
WR45726,Arizona,Female,Bachelor,1131520.37,11885,101,0,Special Auto,Four-Door Car,484
LB25094,California,Female,Bachelor,253070.51,89451,63,0,Special Auto,Four-Door Car,61
KW56110,Oregon,Male,Bachelor,1836155.53,0,182,0,Personal Auto,Luxury Car,1310
XO36233,Washington,Male,Bachelor,864153,78904,109,0,Personal Auto,SUV,250
ZX86243,Arizona,Male,Doctor,327853.19,70247,83,1,Personal Auto,Four-Door Car,141
DW29763,Arizona,Male,High School or Below,527198.21,32653,67,0,Personal Auto,Two-Door Car,321
CT83377,Washington,Male,High School or Below,376363.77,93595,97,4,Special Auto,Four-Door Car,49
OQ90898,California,Male,Master,1395556.96,90279,115,0,Personal Auto,SUV,372
GO77248,Oregon,Female,College,500152.75,0,72,0,Personal Auto,Four-Door Car,542
QW33258,California,Male,Bachelor,708283.04,53310,189,3,Personal Auto,Luxury Car,1360
OU79745,California,Male,College,761948.28,0,105,0,Personal Auto,Four-Door Car,504
VZ79886,Oregon,Female,Bachelor,1255088.2,22234,160,0,Personal Auto,SUV,768
FI92440,Washington,Female,High School or Below,3219660.04,91375,99,0,Personal Auto,Two-Door Car,72
YG85980,Nevada,Female,High School or Below,679377.41,22250,86,0,Personal Auto,Two-Door Car,720
QM74621,Oregon,Male,Bachelor,527231.97,0,80,0,Personal Auto,Four-Door Car,576
EI71732,Oregon,Female,Doctor,626534.33,0,84,1,Personal Auto,Four-Door Car,481
VN79010,California,Female,High School or Below,854758.61,51179,71,0,Corporate Auto,Four-Door Car,466
FI61723,California,Male,Bachelor,278742.37,38667,72,0,Personal Auto,Four-Door Car,159
OH55411,California,Female,Master,462680.11,79487,114,0,Corporate Auto,SUV,547
TF10720,Nevada,Female,Doctor,866336.4,67763,107,2,Personal Auto,Four-Door Car,41
NW30838,Nevada,Male,High School or Below,387222.22,0,62,2,Corporate Auto,Four-Door Car,503
CB58476,Oregon,Female,College,517081.15,0,71,0,Corporate Auto,Four-Door Car,859
WI69346,California,Female,Master,896028.02,71943,112,0,Corporate Auto,SUV,305
FS76657,Oregon,Female,College,547183.43,53526,68,0,Personal Auto,Four-Door Car,278
YX89016,Oregon,Male,College,3493100.17,35005,295,0,Personal Auto,Luxury Car,1416
PK28821,California,Male,College,262039.23,24721,67,0,Personal Auto,Four-Door Car,139
MB51200,Washington,Male,College,1906949.95,0,102,2,Personal Auto,Four-Door Car,734
XG44587,Arizona,Male,Master,575744.23,88997,72,0,Personal Auto,Four-Door Car,174
FG91922,Arizona,Male,Master,4022401.36,48587,111,0,Personal Auto,SUV,532
OM99303,Arizona,Female,High School or Below,270148.83,76310,67,0,Personal Auto,Two-Door Car,321
RV67546,California,Male,Bachelor,371243.05,73205,92,0,Personal Auto,Four-Door Car,37
UJ79253,Oregon,Female,College,2185084,51056,78,0,Personal Auto,Four-Door Car,95
PN98247,California,Male,College,784016.58,58414,210,2,Personal Auto,Luxury SUV,1008
IB67546,California,Female,Bachelor,823703.79,23940,107,0,Personal Auto,SUV,513
OE19087,California,Female,High School or Below,224347.39,0,62,0,Personal Auto,Four-Door Car,446
CM95716,California,Male,Bachelor,843446.41,44216,71,0,Personal Auto,Four-Door Car,72
MW62634,California,Male,High School or Below,222707.28,27972,61,0,Corporate Auto,Four-Door Car,292
QW67581,Arizona,Female,High School or Below,517002.6,0,69,0,Personal Auto,Four-Door Car,331
SN16059,California,Female,Master,264144.61,29305,66,0,Personal Auto,Four-Door Car,475
OE51254,California,Female,College,279068.3,53882,69,0,Personal Auto,Four-Door Car,331
RM42344,Oregon,Male,College,274512.98,91757,69,1,Personal Auto,Four-Door Car,331
GB35238,California,Female,Bachelor,757953.27,33906,64,0,Personal Auto,Two-Door Car,401
ML82674,Oregon,Male,Bachelor,1097878.03,68158,139,1,Personal Auto,SUV,253
EI85244,California,Male,College,825506.01,0,134,3,Personal Auto,SUV,643
DE28132,Oregon,Male,College,474773.46,42165,123,0,Corporate Auto,SUV,799
TV25678,Washington,Male,College,354090.43,0,101,0,Personal Auto,SUV,727
TY26512,California,Male,Doctor,343613.43,30817,88,0,Personal Auto,Four-Door Car,91
OB69153,California,Male,Bachelor,258218.53,68074,65,0,Personal Auto,Four-Door Car,27
QZ77637,Washington,Female,College,1166509.78,84978,35353,1,Corporate Auto,Four-Door Car,166
XN41715,California,Female,Master,739628.37,71135,92,1,Personal Auto,Four-Door Car,270
QR15857,California,Female,College,433079.98,0,61,0,Personal Auto,Two-Door Car,292
FL69363,Oregon,Male,Master,907576.82,37722,116,0,Personal Auto,Sports Car,158
IS30295,Arizona,Female,Bachelor,1463545.16,0,139,0,Personal Auto,SUV,667
NL59519,California,Female,College,1156568.75,64642,96,0,Personal Auto,Four-Door Car,404
ZU93025,Oregon,Female,College,277104.5,50071,71,0,Personal Auto,Two-Door Car,18
DK94262,Oregon,Male,High School or Below,850712.88,46754,106,1,Personal Auto,SUV,513
UQ30615,California,Male,College,758211.38,64801,64,0,Corporate Auto,Four-Door Car,268
OR40060,Arizona,Male,Bachelor,332309.25,70410,83,0,Personal Auto,Four-Door Car,131
DK32872,Nevada,Female,High School or Below,523433.17,66957,131,1,Personal Auto,SUV,628
FA46418,Nevada,Female,High School or Below,2470959.96,24213,78,1,Personal Auto,Four-Door Car,374
ER19995,Washington,Female,College,1778627.78,99790,6464,0,Personal Auto,Four-Door Car,178
KI75855,Oregon,Male,Master,255122.67,79751,63,0,Personal Auto,Two-Door Car,392
ND41876,Arizona,Male,High School or Below,724771.37,86122,182,1,Personal Auto,Luxury SUV,873
PN21042,Arizona,Male,Bachelor,453884.78,82297,116,0,Personal Auto,Sports Car,0
GJ43254,Washington,Male,College,3164210.46,89057,98,0,Corporate Auto,Two-Door Car,187
AL46984,California,Male,High School or Below,873042.2,43259,73,0,Personal Auto,Four-Door Car,350
JP58047,Oregon,Male,College,833273.06,0,79,0,Personal Auto,Four-Door Car,379
ZE85014,California,Male,College,235774.7,25064,62,0,Personal Auto,Four-Door Car,297
KU88219,Arizona,Male,Master,463716.4,25816,119,0,Personal Auto,Sports Car,571
UU98729,California,Male,Bachelor,535719.27,0,73,0,Personal Auto,Four-Door Car,350
WS82822,Oregon,Female,College,539197.1,41662,69,0,Corporate Auto,Four-Door Car,217
YB49933,Arizona,Male,Bachelor,369414.05,96170,92,0,Personal Auto,Four-Door Car,441
XC16387,Arizona,Female,High School or Below,504041.24,46072,64,0,Personal Auto,Four-Door Car,25
XJ96748,Arizona,Female,High School or Below,2749542.19,37931,99,0,Personal Auto,Four-Door Car,475
TM98684,Oregon,Male,High School or Below,484228.5,35127,62,0,Personal Auto,Four-Door Car,297
AY18433,Washington,Female,High School or Below,2738281.89,45473,76,0,Special Auto,Two-Door Car,188
DM74502,Nevada,Female,College,522710.19,93087,131,3,Corporate Auto,Sports Car,628
FT56968,Arizona,Male,High School or Below,259009.6,22398,67,2,Personal Auto,Four-Door Car,321
OX36896,California,Male,High School or Below,1053607.8,92983,87,1,Corporate Auto,Four-Door Car,153
BZ65376,Arizona,Male,Bachelor,858127.87,27689,239,2,Personal Auto,Luxury SUV,2893
LN34660,California,Female,College,946311.33,69654,118,0,Corporate Auto,SUV,629
JC29295,California,Female,Bachelor,1344100.64,80744,111,0,Personal Auto,SUV,361
KJ87930,California,Female,Bachelor,388650.48,0,112,0,Corporate Auto,SUV,1185
XT36360,Arizona,Female,High School or Below,678489.37,0,64,1,Personal Auto,Four-Door Car,460
IX35050,Arizona,Male,Bachelor,2359468.02,76358,66,0,Special Auto,Four-Door Car,86
UN97379,Oregon,Male,Bachelor,253862.63,18608,71,0,Corporate Auto,Four-Door Car,340
MR57294,California,Male,High School or Below,563994.2,73168,70,0,Personal Auto,Four-Door Car,425
UG79499,Washington,Male,Bachelor,1168137.43,70930,99,0,Personal Auto,Four-Door Car,190
UA50747,Washington,Female,High School or Below,2599775,62262,72,0,Corporate Auto,Four-Door Car,193
GL20444,Nevada,Female,Master,1377836.93,91474,113,0,Corporate Auto,Two-Door Car,24
SP58110,California,Female,Bachelor,492318.17,61469,63,5,Personal Auto,Four-Door Car,302
XM91635,Arizona,Female,High School or Below,227233.54,16618,62,0,Special Auto,Four-Door Car,219
TV82603,California,Female,Bachelor,1489539.8,48081,188,0,Personal Auto,Luxury SUV,881
BB82067,Oregon,Male,Doctor,975604.5,67632,121,0,Personal Auto,Sports Car,26
JP94676,Oregon,Female,Bachelor,942297.41,34115,119,0,Personal Auto,SUV,466
VU53417,Arizona,Male,High School or Below,383735.76,23051,99,0,Personal Auto,Two-Door Car,475
IW54795,California,Male,College,1095213.19,23748,99,0,Personal Auto,Four-Door Car,607
RN78170,Arizona,Female,College,815913.66,40589,69,0,Corporate Auto,Four-Door Car,331
IX55883,California,Female,College,1948049.98,50809,83,0,Personal Auto,Four-Door Car,290
XM72420,Arizona,Female,High School or Below,391936.67,66676,97,0,Personal Auto,Four-Door Car,558
GC15104,Nevada,Female,Bachelor,798514.21,52339,70,3,Corporate Auto,Four-Door Car,336
RX13282,Oregon,Male,Bachelor,1216874.49,14973,115,0,Personal Auto,SUV,828
QA85890,Arizona,Female,High School or Below,584932.15,0,83,0,Corporate Auto,Four-Door Car,540
IR62668,Arizona,Female,Bachelor,508583.66,31546,65,0,Personal Auto,Four-Door Car,100
AL96740,California,Female,College,290393.98,67763,73,1,Personal Auto,Four-Door Car,59
SS48498,Washington,Female,College,627317.34,20836,79,0,Corporate Auto,Four-Door Car,193
PE39479,Washington,Male,College,1832141.9,88592,76,0,Corporate Auto,Four-Door Car,199
JH62891,Oregon,Female,College,517870.42,66943,65,1,Special Auto,Four-Door Car,53
FI20423,Arizona,Female,High School or Below,1402435.84,81872,115,0,Special Auto,Four-Door Car,256
PM13394,Washington,Female,College,530943.59,22404,70,1,Personal Auto,Four-Door Car,211
YV67971,California,Female,High School or Below,494980.38,21342,62,0,Personal Auto,Four-Door Car,74
QD31377,California,Male,Bachelor,859566.53,34621,108,1,Corporate Auto,SUV,621
YG10247,Oregon,Male,College,2295189.2,62396,64,0,Personal Auto,Four-Door Car,307
FE73696,Oregon,Male,High School or Below,379213.03,97212,93,0,Personal Auto,Two-Door Car,360
SW19699,Arizona,Female,Bachelor,275574.8,49648,70,0,Personal Auto,Four-Door Car,65
QJ40732,Arizona,Male,College,488033.96,97984,61,1,Personal Auto,Four-Door Car,407
HM76207,California,Female,College,905190.53,26308,114,0,Corporate Auto,SUV,547
NT59303,Oregon,Female,College,1011544.62,63528,256,0,Personal Auto,Luxury Car,1228
PU41393,Nevada,Male,College,826907.54,20225,114,1,Special Auto,SUV,547
QO86948,Nevada,Male,High School or Below,807165.3,0,112,0,Personal Auto,SUV,806
QN10888,Oregon,Female,High School or Below,772699.36,87620,64,0,Personal Auto,Four-Door Car,24
VY19543,California,Female,Bachelor,831113.59,0,72,0,Corporate Auto,Four-Door Car,311
XC15133,Nevada,Female,Master,257402.04,34990,65,0,Personal Auto,Four-Door Car,42
ST43550,Oregon,Male,Bachelor,572732.71,99934,71,0,Special Auto,Four-Door Car,460
FX36546,Washington,Male,Master,367914.21,60804,92,0,Personal Auto,Four-Door Car,213
JX68983,Oregon,Male,Bachelor,274451.96,94648,69,0,Personal Auto,Four-Door Car,331
HX78576,California,Female,High School or Below,563674.03,24516,71,0,Personal Auto,Four-Door Car,300
ZQ11381,Arizona,Male,Bachelor,1687038.82,61063,85,0,Personal Auto,Four-Door Car,262
ON39271,California,Male,Master,273800.2,0,74,0,Personal Auto,Two-Door Car,263
SB18278,Oregon,Male,Bachelor,464470.05,0,64,0,Corporate Auto,Four-Door Car,307
ZT30559,California,Female,High School or Below,474668.65,15169,63,0,Personal Auto,Four-Door Car,302
XI41106,Arizona,Male,College,1687432.82,55390,71,0,Corporate Auto,Two-Door Car,256
ZS88847,Oregon,Female,Bachelor,238760.61,27592,62,0,Personal Auto,Four-Door Car,297
RU49126,Washington,Female,College,446533.57,61846,112,0,Personal Auto,SUV,215
KR62797,Arizona,Female,High School or Below,459162.59,83297,113,0,Personal Auto,SUV,542
ZJ73220,Arizona,Female,College,1309258.58,0,188,0,Special Auto,Luxury Car,1353
FY62633,Oregon,Male,Bachelor,911226.66,0,90,0,Personal Auto,Four-Door Car,432
CU36986,California,Female,High School or Below,416516.66,55897,104,0,Personal Auto,Four-Door Car,499
WZ53904,Arizona,Male,Bachelor,265998.06,21297,71,0,Personal Auto,Four-Door Car,45
AA71604,Arizona,Female,Master,1198659.21,87560,98,1,Personal Auto,Two-Door Car,470
TD10493,Oregon,Female,High School or Below,289873.27,0,96,4,Personal Auto,Four-Door Car,691
LY97989,Oregon,Female,Bachelor,289424.39,0,85,0,Personal Auto,Four-Door Car,408
VX39856,Arizona,Female,Doctor,350045.44,89398,86,0,Personal Auto,Four-Door Car,82
TP51897,California,Female,College,262180.86,36843,68,3,Corporate Auto,Four-Door Car,357
QQ89253,Oregon,Female,College,1022180.5,0,134,0,Personal Auto,SUV,643
EI91403,California,Male,High School or Below,257827.1,34946,65,0,Personal Auto,Two-Door Car,420
QG15435,Arizona,Female,College,624259.57,75680,78,0,Personal Auto,Four-Door Car,136
FZ55002,Nevada,Female,Doctor,522028.1,0,69,0,Personal Auto,Four-Door Car,331
HX77930,Washington,Female,College,313643.21,49532,79,1,Personal Auto,Four-Door Car,220
UN37063,Arizona,Male,Bachelor,452536.58,10269,65,0,Personal Auto,Two-Door Car,170
VB87946,California,Male,College,497035.73,49714,63,3,Personal Auto,Four-Door Car,266
AB60627,California,Male,High School or Below,1546778.9,77517,129,0,Corporate Auto,SUV,98
TA34903,Oregon,Male,High School or Below,583889.92,81082,73,0,Personal Auto,Four-Door Car,281
AQ51368,Oregon,Female,Bachelor,1065688.2,72540,88,0,Corporate Auto,Two-Door Car,631
NZ26102,Oregon,Female,High School or Below,228961.87,0,65,0,Personal Auto,Four-Door Car,468
GB45753,California,Male,High School or Below,543980.42,61546,68,0,Corporate Auto,Two-Door Car,29
BV79904,California,Female,Master,795615.01,44818,67,1,Personal Auto,Two-Door Car,136
OB49075,Arizona,Male,Bachelor,445811.34,17622,65,1,Personal Auto,Four-Door Car,312
DS97676,Oregon,Female,College,255505.15,0,72,0,Personal Auto,Four-Door Car,518
JO63462,California,Male,Bachelor,330799.9,79797,84,0,Corporate Auto,Two-Door Car,31
NJ10602,Washington,Female,College,845905.32,92717,70,0,Personal Auto,Two-Door Car,224
RS24501,Oregon,Female,College,1335012.09,28919,173,0,Personal Auto,SUV,830
VT78274,Arizona,Male,College,493122.13,0,68,0,Personal Auto,Four-Door Car,480
SU56153,Nevada,Male,Bachelor,777683.52,63568,65,0,Corporate Auto,Two-Door Car,390
MN20737,Nevada,Female,College,255367.22,73935,64,1,Corporate Auto,Four-Door Car,72
KL43114,Arizona,Female,High School or Below,487646.97,0,66,0,Corporate Auto,Two-Door Car,316
YQ15567,Oregon,Female,Bachelor,903430.58,18846,115,0,Personal Auto,SUV,552
TR88637,Arizona,Female,High School or Below,810591.08,38893,103,0,Personal Auto,SUV,41
TC88986,Oregon,Male,High School or Below,561968.91,0,153,0,Special Auto,SUV,1027
XX88577,California,Male,Bachelor,1572713.06,84824,196,0,Corporate Auto,SUV,319
NE49052,California,Female,High School or Below,661801.64,20068,86,0,Corporate Auto,Four-Door Car,411
KX17826,Oregon,Male,Doctor,467004.8,0,125,0,Corporate Auto,SUV,600
CC91503,Arizona,Female,High School or Below,1016936.98,0,135,0,Personal Auto,Sports Car,648
WH32183,California,Male,Bachelor,832307.4,97245,70,0,Personal Auto,Four-Door Car,4
ES90681,California,Female,College,241776,51808,61,1,Personal Auto,Four-Door Car,351
DW96592,California,Male,Bachelor,804487.24,71391,67,0,Personal Auto,Four-Door Car,284
MT23134,Oregon,Male,High School or Below,532572.45,0,73,0,Personal Auto,Two-Door Car,496
BM69081,Arizona,Male,Bachelor,694752.4,0,100,0,Personal Auto,SUV,925
MB90871,Oregon,Female,College,584741.52,23496,77,0,Special Auto,Four-Door Car,13
QL77686,Nevada,Female,College,472478.61,23986,119,0,Corporate Auto,SUV,463
ON77827,Arizona,Female,Master,279022.8,22974,71,0,Personal Auto,Four-Door Car,180
KP18988,Oregon,Female,High School or Below,2153133.28,0,101,0,Personal Auto,Four-Door Car,484
TI92884,Arizona,Male,Bachelor,1262283.27,61844,106,0,Personal Auto,Sports Car,508
JH73503,Arizona,Male,Doctor,2017196.15,24804,73,0,Personal Auto,Two-Door Car,350
YE97964,California,Female,Bachelor,1646436.59,27760,104,0,Personal Auto,SUV,302
VA30351,Oregon,Female,High School or Below,559538.99,74454,71,0,Personal Auto,Four-Door Car,340
PV55726,Oregon,Female,Master,417068.73,29462,107,1,Personal Auto,SUV,513
UC88305,Arizona,Female,College,266544.71,52266,68,0,Corporate Auto,Two-Door Car,141
TS53809,Oregon,Male,Bachelor,709891.41,0,70,0,Personal Auto,Two-Door Car,349
ZV32120,California,Male,Doctor,397134.51,23599,103,0,Corporate Auto,SUV,494
FB80807,Oregon,Male,Bachelor,552821.28,36088,72,0,Personal Auto,Four-Door Car,345
AS55677,California,Female,High School or Below,833899.58,70534,104,0,Personal Auto,Four-Door Car,54
WA15684,Oregon,Male,College,3844585.59,27398,125,1,Personal Auto,SUV,600
SA50567,Nevada,Male,Bachelor,544855.52,85296,68,0,Personal Auto,Four-Door Car,342
KJ31611,Arizona,Male,High School or Below,1080806.6,31063,92,0,Personal Auto,Four-Door Car,441
VL37375,California,Male,Bachelor,618509.65,0,92,0,Personal Auto,Two-Door Car,1027
KN21017,Nevada,Male,High School or Below,320822.59,52367,81,0,Personal Auto,Four-Door Car,275
PX44289,Arizona,Male,College,548010.41,58651,71,0,Personal Auto,Four-Door Car,472
AM97901,Nevada,Female,College,2298615.39,84831,192,0,Special Auto,Sports Car,1336
RE42925,Oregon,Male,Bachelor,1310792.59,49088,114,1,Corporate Auto,SUV,547
TR81766,California,Female,College,746292.63,70263,93,0,Corporate Auto,Two-Door Car,7
CH85057,Oregon,Female,Doctor,1146399.1,45354,285,0,Personal Auto,Luxury SUV,540
UP71482,Arizona,Male,High School or Below,723613.25,0,63,0,Personal Auto,Four-Door Car,383
EG40670,California,Female,Bachelor,623268.79,28334,83,0,Special Auto,Four-Door Car,537
HV83672,Oregon,Female,Bachelor,2839332.99,38772,90,0,Personal Auto,Four-Door Car,321
MG10140,Oregon,Female,College,374675.16,41479,94,1,Personal Auto,Two-Door Car,19
TC44716,California,Male,Bachelor,2156933.73,23909,119,0,Personal Auto,SUV,571
QO65264,California,Male,College,501208.37,48328,63,0,Personal Auto,Two-Door Car,108
EB66698,California,Male,High School or Below,337185.84,86689,85,0,Corporate Auto,Two-Door Car,408
OT52034,California,Male,Bachelor,386477.68,24204,99,1,Personal Auto,Four-Door Car,707
CH85444,Oregon,Male,College,414571.19,25943,110,0,Corporate Auto,Two-Door Car,1067
PU85769,California,Male,High School or Below,515607.27,0,73,0,Personal Auto,Four-Door Car,807
UI73201,California,Male,College,366737.5,62375,92,0,Personal Auto,Two-Door Car,618
SL50592,California,Female,High School or Below,783568.35,0,71,0,Corporate Auto,Four-Door Car,404
XP11075,Arizona,Male,Bachelor,1456726.84,0,148,0,Personal Auto,SUV,710
SI31236,Oregon,Male,Bachelor,1017133.9,70200,65,0,Corporate Auto,Four-Door Car,312
JN26745,Nevada,Female,Bachelor,413577.52,0,112,0,Special Auto,Four-Door Car,707
VK48036,Oregon,Female,College,551149.11,79027,70,0,Corporate Auto,Four-Door Car,336
JX76668,Washington,Female,High School or Below,1131424.39,62935,141,0,Personal Auto,Sports Car,232
DS45802,California,Female,High School or Below,541461.73,26893,68,0,Personal Auto,Four-Door Car,68
OA96690,Oregon,Female,High School or Below,742159.35,47406,94,1,Personal Auto,Four-Door Car,287
EM27919,California,Male,Bachelor,445811.34,17622,65,1,Personal Auto,Four-Door Car,312
QO41043,Oregon,Female,College,1447612.49,27572,124,0,Corporate Auto,SUV,595
OV50124,Oregon,Female,College,493688.84,0,72,2,Personal Auto,Two-Door Car,391
PR31642,Oregon,Female,Bachelor,452527.65,32802,114,0,Personal Auto,SUV,547
BU41599,Washington,Female,Master,558176.13,62739,70,0,Personal Auto,Two-Door Car,239
TK30357,California,Female,Bachelor,1413434.74,90844,118,0,Personal Auto,SUV,232
NF31087,Nevada,Female,High School or Below,2472318.31,44685,69,0,Personal Auto,Four-Door Car,331
NH16984,California,Female,Bachelor,283806.78,0,80,0,Personal Auto,Four-Door Car,336
OS75493,California,Female,High School or Below,384848.36,42589,98,0,Corporate Auto,Four-Door Car,470
VT63298,Oregon,Male,Bachelor,1950447.39,0,72,0,Personal Auto,Four-Door Car,345
QS75550,Washington,Female,Bachelors,248004.59,93383,62,0,Corporate Auto,Two-Door Car,244
SZ16483,Arizona,Female,High School or Below,436137.29,79583,109,2,Personal Auto,Four-Door Car,523
VM92311,Arizona,Female,High School or Below,252907.75,89129,64,0,Personal Auto,Four-Door Car,328
NJ46849,Arizona,Male,College,250444.48,0,69,0,Personal Auto,Four-Door Car,496
WZ31900,Oregon,Female,Bachelor,864970.06,94389,107,0,Corporate Auto,SUV,85
RG30482,Oregon,Female,College,1366835.53,0,197,0,Personal Auto,SUV,1418
ZM86949,Oregon,Female,High School or Below,2063508.46,84106,64,0,Personal Auto,Two-Door Car,334
QQ39596,Arizona,Female,College,251753.36,0,69,0,Personal Auto,Four-Door Car,42
FH51383,California,Female,High School or Below,532667.77,76717,66,0,Personal Auto,Two-Door Car,300
BJ53923,Arizona,Male,High School or Below,260027.21,51978,66,0,Corporate Auto,Four-Door Car,144
CZ96653,Oregon,Female,Bachelor,853479.28,47325,107,0,Personal Auto,SUV,64
FB23788,Oregon,Male,High School or Below,882883.5,86721,111,0,Corporate Auto,SUV,532
NT43594,Nevada,Female,Bachelor,224844.96,24910,63,1,Personal Auto,Four-Door Car,347
RJ85627,Washington,Female,Bachelor,1230276.24,43817,62,1,Personal Auto,Four-Door Car,245
KJ86296,Oregon,Male,High School or Below,455659.3,0,73,2,Personal Auto,Four-Door Car,525
PI47776,Oregon,Female,Bachelor,253070.51,89451,63,0,Corporate Auto,Four-Door Car,61
MD73554,California,Male,College,525198.4,59537,66,0,Personal Auto,Two-Door Car,316
UX92071,Oregon,Male,High School or Below,674311.93,0,199,0,Personal Auto,Luxury SUV,955
YG44474,Oregon,Male,College,1401472.13,54193,117,0,Corporate Auto,SUV,720
UH45301,Oregon,Male,College,943891.56,86946,118,0,Personal Auto,Four-Door Car,340
RY92647,California,Female,Bachelor,1050677.17,0,92,0,Personal Auto,Four-Door Car,546
IK12620,Arizona,Female,High School or Below,421391.86,12160,109,0,Personal Auto,Four-Door Car,489
GQ66762,California,Male,College,477368.64,33701,63,0,Personal Auto,Four-Door Car,171
YT69858,Washington,Female,Bachelor,544142.01,85702,67,0,Personal Auto,Two-Door Car,249
XD85577,California,Male,Bachelor,284226.69,69417,73,1,Personal Auto,Four-Door Car,30
TM65736,Oregon,Male,Master,305955.03,38644,78,1,Personal Auto,Four-Door Car,361
VJ51327,California,Female,High School or Below,2031499.76,63209,102,2,Personal Auto,SUV,207
GS98873,Arizona,Female,Bachelor,323912.47,16061,88,0,Personal Auto,Four-Door Car,633
CW49887,California,Female,Master,462680.11,79487,114,0,Special Auto,SUV,547
MY31220,California,Female,College,899704.02,54230,112,0,Personal Auto,Two-Door Car,537
